level,M,N,seed,completionPct,compressionDistance,editDistance,densityMetric,leniencyMetric,linearityRSquared
1,1,1,1292333361,0.08,0.841700,588,0.120042,0.726125,0.0242
1,1,1,1292918822,0.19,0.847034,593,0.111123,0.720862,0.0061
1,1,1,1293461712,0.32,0.847034,584,0.107563,0.750368,0.0009
1,1,1,1300823014,0.09,0.836366,574,0.089762,0.742906,0.0005
1,1,1,1304407919,0.16,0.868370,577,0.121804,0.707360,0.0057
1,1,1,1305376595,0.33,0.857702,576,0.120042,0.752891,0.0006
1,1,1,1310069330,0.07,0.857702,598,0.104003,0.749329,0.0839
1,1,1,1310759371,0.14,0.847034,576,0.123602,0.755285,0.0021
1,1,1,1310938849,0.23,0.850172,590,0.111123,0.730176,0.0051
1,1,1,1311109679,0.21,0.841700,586,0.104003,0.768396,0.0017
1,1,1,1312253936,0.13,0.847034,578,0.095120,0.763625,0.0027
1,1,1,1315379481,0.34,0.852368,576,0.107563,0.744659,0.0560
1,1,1,1315459146,0.07,0.847034,579,0.105801,0.747443,0.0531
1,1,1,1317062028,0.09,0.857702,591,0.107563,0.729060,0.0008
1,1,1,1317361422,0.27,0.841700,591,0.116481,0.731421,0.0111
1,1,1,1317484954,0.85,0.864440,591,0.114683,0.716664,0.0191
1,1,1,1318180947,0.07,0.841700,588,0.109361,0.747309,0.0004
1,1,1,1318721770,0.19,0.831032,578,0.114683,0.736653,0.0027
1,1,1,1319364568,0.10,0.841700,584,0.109361,0.735435,0.0005
1,1,1,1320567837,0.17,0.848934,587,0.116481,0.726994,0.0403
1,1,1,1324942098,0.32,0.854333,588,0.127162,0.731804,0.0007
1,1,1,1325603311,0.10,0.831032,583,0.109361,0.734718,0.0613
1,1,1,1326000153,0.06,0.836366,587,0.107563,0.708732,0.0015
1,1,1,132858796,0.24,0.820364,583,0.105801,0.741095,0.0093
1,1,1,1336493410,0.11,0.857702,586,0.100442,0.749935,0.0046
1,1,1,1336914056,0.43,0.868370,589,0.118244,0.727584,0.0009
1,1,1,1337026208,0.23,0.852368,579,0.111123,0.749289,0.0125
1,1,1,1341796865,0.09,0.821858,590,0.123602,0.718556,0.0158
1,1,1,1346480913,0.15,0.852778,598,0.141403,0.739142,0.0252
1,1,1,1348972292,0.18,0.847034,592,0.079081,0.742824,0.0072
1,1,1,1351344834,0.55,0.849280,581,0.132485,0.723790,0.0103
1,1,1,1353349777,0.23,0.864970,593,0.127162,0.698696,0.0005
1,1,1,1354571885,0.37,0.804363,585,0.130722,0.762894,0.0079
1,1,1,1355696803,0.13,0.835649,591,0.141403,0.688673,0.0231
1,1,1,1356823191,0.31,0.831032,579,0.127162,0.745754,0.0122
1,1,1,1358613540,0.07,0.863036,580,0.098680,0.784249,0.0083
1,1,1,1360479120,0.10,0.841700,582,0.107563,0.755652,0.0000
1,1,1,1360595726,0.23,0.836366,583,0.111123,0.733887,0.0055
1,1,1,1367920983,0.30,0.812107,574,0.127162,0.748105,0.0016
1,1,1,1369268605,0.14,0.868370,577,0.089762,0.762074,0.0015
1,1,1,1370452686,0.15,0.847034,594,0.118244,0.750591,0.0012
1,1,1,1370678541,0.11,0.863036,578,0.112921,0.743720,0.0108
1,1,1,1371795951,0.70,0.852368,575,0.123602,0.759726,0.0038
1,1,1,1371921981,0.14,0.852368,593,0.112921,0.756717,0.0278
1,1,1,137493304,0.10,0.836366,583,0.095120,0.762883,0.0001
1,1,1,1375056305,0.10,0.841700,584,0.087999,0.736598,0.0042
1,1,1,1376996146,0.59,0.847034,586,0.109361,0.733762,0.0000
1,1,1,1378325955,0.31,0.855385,575,0.123602,0.722799,0.0054
